sequence_id	token_id	morpheme	tag	sequence
seq_1447	1	pa	NOUN	na pa ku dh na
seq_1447	2	ku	NOUN	na pa ku dh na
seq_1447	3	dh	VERB	na pa ku dh na
seq_1447	4	na	NOUN	na pa ku dh na
seq_2413	0	la	ADJ	la pa pa
seq_2413	1	pa	NOUN	la pa pa
seq_2413	2	pa	NOUN	la pa pa
seq_1207	0	ma	NOUN	ma kh la ka ka la
seq_1207	1	kh	NOUN	ma kh la ka ka la
seq_1207	2	la	ADJ	ma kh la ka ka la
seq_1207	3	ka	NOUN	ma kh la ka ka la
seq_1207	4	ka	NOUN	ma kh la ka ka la
seq_1207	5	la	ADJ	ma kh la ka ka la
seq_2416	0	sa	NOUN	sa sa ka
seq_2416	1	sa	NOUN	sa sa ka
seq_2416	2	ka	NOUN	sa sa ka
seq_2417	0	ku	NOUN	ku ma ku
seq_2417	1	ma	NOUN	ku ma ku
seq_2417	2	ku	NOUN	ku ma ku
seq_1450	0	ha	NOUN	ha pa sa la ta
seq_1451	1	pa	NOUN	ha pa sa la ta
seq_1451	2	sa	NOUN	ha pa sa la ta
seq_1451	3	la	ADJ	ha pa sa la ta
seq_1451	4	ta	NOUN	ha pa sa la ta
seq_1814	0	ja	VERB	ja kh la ra
seq_1815	1	kh	NOUN	ja kh la ra
seq_1815	2	la	ADJ	ja kh la ra
seq_1815	3	ra	NOUN	ja kh la ra
seq_2421	0	na	NOUN	na ka sa
seq_2421	1	ka	NOUN	na ka sa
seq_2421	2	sa	NOUN	na ka sa
seq_2422	0	la	ADJ	la na pa
seq_2422	1	na	NOUN	la na pa
seq_2422	2	pa	NOUN	la na pa
seq_1817	0	pa	NOUN	pa ku na pa
seq_1817	1	ku	NOUN	pa ku na pa
seq_1817	2	na	NOUN	pa ku na pa
seq_1818	3	pa	NOUN	pa ku na pa
seq_1454	0	sa	NOUN	sa na na sa la
seq_1454	1	na	NOUN	sa na na sa la
seq_1455	2	na	NOUN	sa na na sa la
seq_1455	3	sa	NOUN	sa na na sa la
seq_1455	4	la	ADJ	sa na na sa la
seq_1819	0	ku	NOUN	ku nan ma sa
seq_1819	1	nan	NUM	ku nan ma sa
seq_1820	2	ma	NOUN	ku nan ma sa
seq_1820	3	sa	NOUN	ku nan ma sa
seq_2427	0	ma	NOUN	ma la da
seq_2427	1	la	ADJ	ma la da
seq_2428	2	da	VERB	ma la da
seq_1214	0	sa	NOUN	sa ra na nan ma gh
seq_1214	1	ra	NOUN	sa ra na nan ma gh
seq_1214	2	na	NOUN	sa ra na nan ma gh
seq_1214	3	nan	NUM	sa ra na nan ma gh
seq_1214	4	ma	NOUN	sa ra na nan ma gh
seq_1215	5	gh	NOUN	sa ra na nan ma gh
seq_1458	0	ra	NOUN	ra ta mu dh si
seq_1458	1	ta	NOUN	ra ta mu dh si
seq_1458	2	mu	NOUN	ra ta mu dh si
seq_1458	3	dh	VERB	ra ta mu dh si
seq_1459	4	si	VERB	ra ta mu dh si
seq_2432	0	ku	NOUN	ku mu pa
seq_2432	1	mu	NOUN	ku mu pa
seq_2432	2	pa	NOUN	ku mu pa
seq_1459	0	pa	NOUN	pa ch sa pa ta
seq_1460	1	ch	NOUN	pa ch sa pa ta
seq_1460	2	sa	NOUN	pa ch sa pa ta
seq_1460	3	pa	NOUN	pa ch sa pa ta
seq_1460	4	ta	NOUN	pa ch sa pa ta
seq_2434	0	an	ADP	an ta la
seq_2435	1	ta	NOUN	an ta la
seq_2435	2	la	ADJ	an ta la
seq_2435	0	pa	NOUN	pa ga pa
seq_2436	1	ga	ADJ	pa ga pa
seq_2436	2	pa	NOUN	pa ga pa
seq_2436	0	pa	NOUN	pa la ta
seq_2437	1	la	ADJ	pa la ta
seq_2437	2	ta	NOUN	pa la ta
seq_1462	0	g	NOUN	g gh ta pa ma
seq_1462	1	gh	NOUN	g gh ta pa ma
seq_1463	2	ta	NOUN	g gh ta pa ma
seq_1463	3	pa	NOUN	g gh ta pa ma
seq_1463	4	ma	NOUN	g gh ta pa ma
seq_1463	0	ka	NOUN	ka dh na sa bh
seq_1463	1	dh	VERB	ka dh na sa bh
seq_1464	2	na	NOUN	ka dh na sa bh
seq_1464	3	sa	NOUN	ka dh na sa bh
seq_1464	4	bh	VERB	ka dh na sa bh
seq_2441	0	na	NOUN	na ka ba
seq_2441	1	ka	NOUN	na ka ba
seq_2441	2	ba	ADJ	na ka ba
seq_1831	0	ja	VERB	ja ka ma pa
seq_1831	1	ka	NOUN	ja ka ma pa
seq_1832	2	ma	NOUN	ja ka ma pa
seq_1832	3	pa	NOUN	ja ka ma pa
seq_2443	0	ka	NOUN	ka ku ba
seq_2443	1	ku	NOUN	ka ku ba
seq_2444	2	ba	ADJ	ka ku ba
seq_2444	0	ka	NOUN	ka na sa
seq_2444	1	na	NOUN	ka na sa
seq_2445	2	sa	NOUN	ka na sa
seq_1834	0	ta	NOUN	ta re ta ch
seq_1834	1	re	VERB	ta re ta ch
seq_1834	2	ta	NOUN	ta re ta ch
seq_1834	3	ch	NOUN	ta re ta ch
seq_2446	0	ta	NOUN	ta ba mu
seq_2447	1	ba	ADJ	ta ba mu
seq_2447	2	mu	NOUN	ta ba mu
seq_1835	0	ta	NOUN	ta na ch na
seq_1836	1	na	NOUN	ta na ch na
seq_1836	2	ch	NOUN	ta na ch na
seq_1836	3	na	NOUN	ta na ch na
seq_2449	0	ta	NOUN	ta bh pa
seq_2449	1	bh	VERB	ta bh pa
seq_2449	2	pa	NOUN	ta bh pa
seq_2450	0	la	ADJ	la ku ma
seq_2450	1	ku	NOUN	la ku ma
seq_2450	2	ma	NOUN	la ku ma
seq_1838	0	ta	NOUN	ta mu ku na
seq_1838	1	mu	NOUN	ta mu ku na
seq_1838	2	ku	NOUN	ta mu ku na
seq_1839	3	na	NOUN	ta mu ku na
seq_1471	0	pa	NOUN	pa ka ha dh la
seq_1471	1	ka	NOUN	pa ka ha dh la
seq_1471	2	ha	NOUN	pa ka ha dh la
seq_1472	3	dh	VERB	pa ka ha dh la
seq_1472	4	la	ADJ	pa ka ha dh la
seq_1227	0	na	NOUN	na ma ka ja ch pa
seq_1227	1	ma	NOUN	na ma ka ja ch pa
seq_1227	2	ka	NOUN	na ma ka ja ch pa
seq_1227	3	ja	VERB	na ma ka ja ch pa
seq_1227	4	ch	NOUN	na ma ka ja ch pa
seq_1227	5	pa	NOUN	na ma ka ja ch pa
seq_2456	0	ta	NOUN	ta dh pa
seq_2456	1	dh	VERB	ta dh pa
seq_2456	2	pa	NOUN	ta dh pa
seq_1474	0	ku	NOUN	ku pa dh dh bh
seq_1474	1	pa	NOUN	ku pa dh dh bh
seq_1474	2	dh	VERB	ku pa dh dh bh
seq_1474	3	dh	VERB	ku pa dh dh bh
seq_1475	4	bh	VERB	ku pa dh dh bh
seq_2458	0	sa	NOUN	sa ga nan
seq_2459	1	ga	ADJ	sa ga nan
seq_2459	2	nan	NUM	sa ga nan
seq_2459	0	nan	NUM	nan mu na
seq_2460	1	mu	NOUN	nan mu na
seq_2460	2	na	NOUN	nan mu na
seq_2460	0	sa	NOUN	sa la na
seq_2461	1	la	ADJ	sa la na
seq_2461	2	na	NOUN	sa la na
seq_2461	0	pa	NOUN	pa nan ku
seq_2462	1	nan	NUM	pa nan ku
seq_2462	2	ku	NOUN	pa nan ku
seq_1477	0	da	VERB	da pa ku ma pa
seq_1477	1	pa	NOUN	da pa ku ma pa
seq_1478	2	ku	NOUN	da pa ku ma pa
seq_1478	3	ma	NOUN	da pa ku ma pa
seq_1478	4	pa	NOUN	da pa ku ma pa
seq_2464	0	ch	NOUN	ch la ga
seq_2464	1	la	ADJ	ch la ga
seq_2465	2	ga	ADJ	ch la ga
seq_1479	0	bh	VERB	bh la nan ka na
seq_1479	1	la	ADJ	bh la nan ka na
seq_1479	2	nan	NUM	bh la nan ka na
seq_1479	3	ka	NOUN	bh la nan ka na
seq_1480	4	na	NOUN	bh la nan ka na
seq_2467	0	ku	NOUN	ku ra ra
seq_2467	1	ra	NOUN	ku ra ra
seq_2467	2	ra	NOUN	ku ra ra
seq_1234	0	ka	NOUN	ka pa ku da dh ta
seq_1234	1	pa	NOUN	ka pa ku da dh ta
seq_1234	2	ku	NOUN	ka pa ku da dh ta
seq_1234	3	da	VERB	ka pa ku da dh ta
seq_1234	4	dh	VERB	ka pa ku da dh ta
seq_1234	5	ta	NOUN	ka pa ku da dh ta
seq_2470	0	ma	NOUN	ma ga ra
seq_2470	1	ga	ADJ	ma ga ra
seq_2470	2	ra	NOUN	ma ga ra
seq_1853	0	sa	NOUN	sa ma ba la
seq_1853	1	ma	NOUN	sa ma ba la
seq_1853	2	ba	ADJ	sa ma ba la
seq_1854	3	la	ADJ	sa ma ba la
seq_2472	0	na	NOUN	na ma ta
seq_2472	1	ma	NOUN	na ma ta
seq_2473	2	ta	NOUN	na ma ta
seq_2473	0	sa	NOUN	sa ma ta
seq_2473	1	ma	NOUN	sa ma ta
seq_2474	2	ta	NOUN	sa ma ta
seq_1855	0	la	ADJ	la si na na
seq_1856	1	si	VERB	la si na na
seq_1856	2	na	NOUN	la si na na
seq_1856	3	na	NOUN	la si na na
seq_2475	0	ja	VERB	ja pa ga
seq_2476	1	pa	NOUN	ja pa ga
seq_2476	2	ga	ADJ	ja pa ga
seq_1857	0	sa	NOUN	sa ka ka ha
seq_1857	1	ka	NOUN	sa ka ka ha
seq_1858	2	ka	NOUN	sa ka ka ha
seq_1858	3	ha	NOUN	sa ka ka ha
seq_1486	0	pa	NOUN	pa ba sa nan pa
seq_1487	1	ba	ADJ	pa ba sa nan pa
seq_1487	2	sa	NOUN	pa ba sa nan pa
seq_1487	3	nan	NUM	pa ba sa nan pa
seq_1487	4	pa	NOUN	pa ba sa nan pa
seq_2479	0	ta	NOUN	ta na pa
seq_2480	1	na	NOUN	ta na pa
seq_2480	2	pa	NOUN	ta na pa
seq_1488	0	ta	NOUN	ta pa sa la pa
seq_1488	1	pa	NOUN	ta pa sa la pa
seq_1488	2	sa	NOUN	ta pa sa la pa
seq_1489	3	la	ADJ	ta pa sa la pa
seq_1489	4	pa	NOUN	ta pa sa la pa
seq_1489	0	ma	NOUN	ma nan ra ka mu
seq_1489	1	nan	NUM	ma nan ra ka mu
seq_1489	2	ra	NOUN	ma nan ra ka mu
seq_1490	3	ka	NOUN	ma nan ra ka mu
seq_1490	4	mu	NOUN	ma nan ra ka mu
seq_1490	0	ta	NOUN	ta ta ka ma dh
seq_1490	1	ta	NOUN	ta ta ka ma dh
seq_1490	2	ka	NOUN	ta ta ka ma dh
seq_1491	3	ma	NOUN	ta ta ka ma dh
seq_1491	4	dh	VERB	ta ta ka ma dh
seq_2485	0	ta	NOUN	ta pa nan
seq_2486	1	pa	NOUN	ta pa nan
seq_2486	2	nan	NUM	ta pa nan
seq_1865	0	ka	NOUN	ka ta ka sa
seq_1865	1	ta	NOUN	ka ta ka sa
seq_1865	2	ka	NOUN	ka ta ka sa
seq_1865	3	sa	NOUN	ka ta ka sa
seq_2488	0	pa	NOUN	pa na ku
seq_2488	1	na	NOUN	pa na ku
seq_2488	2	ku	NOUN	pa na ku
seq_2489	0	ka	NOUN	ka nan sa
seq_2489	1	nan	NUM	ka nan sa
seq_2489	2	sa	NOUN	ka nan sa
seq_1494	0	ch	NOUN	ch ba ka ba la
seq_1494	1	ba	ADJ	ch ba ka ba la
seq_1494	2	ka	NOUN	ch ba ka ba la
seq_1494	3	ba	ADJ	ch ba ka ba la
seq_1494	4	la	ADJ	ch ba ka ba la
seq_2491	0	da	VERB	da ja pa
seq_2492	1	ja	VERB	da ja pa
seq_2492	2	pa	NOUN	da ja pa
seq_1869	0	dh	VERB	dh ma ka ka
seq_1869	1	ma	NOUN	dh ma ka ka
seq_1870	2	ka	NOUN	dh ma ka ka
seq_1870	3	ka	NOUN	dh ma ka ka
seq_2494	0	la	ADJ	la ra ta
seq_2494	1	ra	NOUN	la ra ta
seq_2494	2	ta	NOUN	la ra ta
seq_2495	0	ta	NOUN	ta ka pa
seq_2495	1	ka	NOUN	ta ka pa
seq_2495	2	pa	NOUN	ta ka pa
seq_2496	0	ka	NOUN	ka ja ra
seq_2496	1	ja	VERB	ka ja ra
seq_2496	2	ra	NOUN	ka ja ra
seq_2497	0	gh	NOUN	gh nan sa
seq_2497	1	nan	NUM	gh nan sa
seq_2497	2	sa	NOUN	gh nan sa
seq_1873	0	ja	VERB	ja na ra pu
seq_1873	1	na	NOUN	ja na ra pu
seq_1874	2	ra	NOUN	ja na ra pu
seq_1874	3	pu	ADJ	ja na ra pu
seq_1874	0	ra	NOUN	ra ka na na
seq_1874	1	ka	NOUN	ra ka na na
seq_1875	2	na	NOUN	ra ka na na
seq_1875	3	na	NOUN	ra ka na na
seq_1875	0	la	ADJ	la pa pa ch
seq_1875	1	pa	NOUN	la pa pa ch
seq_1876	2	pa	NOUN	la pa pa ch
seq_1876	3	ch	NOUN	la pa pa ch
seq_1876	0	dh	VERB	dh ba na ra
seq_1876	1	ba	ADJ	dh ba na ra
seq_1877	2	na	NOUN	dh ba na ra
seq_1877	3	ra	NOUN	dh ba na ra
seq_1502	0	ka	NOUN	ka sa ka gh ta
seq_1502	1	sa	NOUN	ka sa ka gh ta
seq_1502	2	ka	NOUN	ka sa ka gh ta
seq_1502	3	gh	NOUN	ka sa ka gh ta
seq_1502	4	ta	NOUN	ka sa ka gh ta
seq_2505	0	ka	NOUN	ka ka ra
seq_2505	1	ka	NOUN	ka ka ra
seq_2505	2	ra	NOUN	ka ka ra
seq_939	0	ja	VERB	ja la na pa ka ka ra na
seq_939	1	la	ADJ	ja la na pa ka ka ra na
seq_940	2	na	NOUN	ja la na pa ka ka ra na
seq_940	3	pa	NOUN	ja la na pa ka ka ra na
seq_940	4	ka	NOUN	ja la na pa ka ka ra na
seq_940	5	ka	NOUN	ja la na pa ka ka ra na
seq_940	6	ra	NOUN	ja la na pa ka ka ra na
seq_940	7	na	NOUN	ja la na pa ka ka ra na
seq_1505	0	sa	NOUN	sa la la la la
seq_1505	1	la	ADJ	sa la la la la
seq_1505	2	la	ADJ	sa la la la la
seq_1505	3	la	ADJ	sa la la la la
seq_1506	4	la	ADJ	sa la la la la
seq_1882	0	bh	VERB	bh ra pa ra
seq_1883	1	ra	NOUN	bh ra pa ra
seq_1883	2	pa	NOUN	bh ra pa ra
seq_1883	3	ra	NOUN	bh ra pa ra
seq_1883	0	na	NOUN	na ga pa ra
seq_1884	1	ga	ADJ	na ga pa ra
seq_1884	2	pa	NOUN	na ga pa ra
seq_1884	3	ra	NOUN	na ga pa ra
seq_2513	0	gh	NOUN	gh sa pa
seq_2513	1	sa	NOUN	gh sa pa
seq_2513	2	pa	NOUN	gh sa pa
seq_2514	0	sa	NOUN	sa na ma
seq_2514	1	na	NOUN	sa na ma
seq_2514	2	ma	NOUN	sa na ma
seq_2515	0	na	NOUN	na ma nan
seq_2515	1	ma	NOUN	na ma nan
seq_2515	2	nan	NUM	na ma nan
seq_2516	0	ch	NOUN	ch ku ra
seq_2516	1	ku	NOUN	ch ku ra
seq_2516	2	ra	NOUN	ch ku ra
seq_2517	0	ta	NOUN	ta sa pa
seq_2517	1	sa	NOUN	ta sa pa
seq_2517	2	pa	NOUN	ta sa pa
seq_1888	0	ra	NOUN	ra da ta ra
seq_1888	1	da	VERB	ra da ta ra
seq_1889	2	ta	NOUN	ra da ta ra
seq_1889	3	ra	NOUN	ra da ta ra
seq_2519	0	gh	NOUN	gh nan pa
seq_2519	1	nan	NUM	gh nan pa
seq_2520	2	pa	NOUN	gh nan pa
seq_1512	0	pa	NOUN	pa la pa pr ga
seq_1512	1	la	ADJ	pa la pa pr ga
seq_1512	2	pa	NOUN	pa la pa pr ga
seq_1512	3	pr	ADP	pa la pa pr ga
seq_1513	4	ga	ADJ	pa la pa pr ga
seq_2522	0	ka	NOUN	ka sa nan
seq_2522	1	sa	NOUN	ka sa nan
seq_2522	2	nan	NUM	ka sa nan
seq_1513	0	ch	NOUN	ch ku la ta sa
seq_1514	1	ku	NOUN	ch ku la ta sa
seq_1514	2	la	ADJ	ch ku la ta sa
seq_1514	3	ta	NOUN	ch ku la ta sa
seq_1514	4	sa	NOUN	ch ku la ta sa
seq_1893	0	sa	NOUN	sa na nan na
seq_1893	1	na	NOUN	sa na nan na
seq_1894	2	nan	NUM	sa na nan na
seq_1894	3	na	NOUN	sa na nan na
seq_1894	0	la	ADJ	la ba na pa
seq_1894	1	ba	ADJ	la ba na pa
seq_1895	2	na	NOUN	la ba na pa
seq_1895	3	pa	NOUN	la ba na pa
seq_1895	0	la	ADJ	la na ta ba
seq_1895	1	na	NOUN	la na ta ba
seq_1896	2	ta	NOUN	la na ta ba
seq_1896	3	ba	ADJ	la na ta ba
seq_2528	0	ch	NOUN	ch nan sa
seq_2529	1	nan	NUM	ch nan sa
seq_2529	2	sa	NOUN	ch nan sa
seq_1897	0	ka	NOUN	ka na pa ta
seq_1897	1	na	NOUN	ka na pa ta
seq_1897	2	pa	NOUN	ka na pa ta
seq_1898	3	ta	NOUN	ka na pa ta
seq_1518	0	ta	NOUN	ta pa pa sa ma
seq_1518	1	pa	NOUN	ta pa pa sa ma
seq_1519	2	pa	NOUN	ta pa pa sa ma
seq_1519	3	sa	NOUN	ta pa pa sa ma
seq_1519	4	ma	NOUN	ta pa pa sa ma
seq_1899	0	ch	NOUN	ch ka ba ha
seq_1899	1	ka	NOUN	ch ka ba ha
seq_1900	2	ba	ADJ	ch ka ba ha
seq_1900	3	ha	NOUN	ch ka ba ha
seq_1900	0	ka	NOUN	ka na la la
seq_1900	1	na	NOUN	ka na la la
seq_1901	2	la	ADJ	ka na la la
seq_1901	3	la	ADJ	ka na la la
seq_1901	0	pa	NOUN	pa ta ka pa
seq_1901	1	ta	NOUN	pa ta ka pa
seq_1902	2	ka	NOUN	pa ta ka pa
seq_1902	3	pa	NOUN	pa ta ka pa
seq_2536	0	la	ADJ	la na pa
seq_2537	1	na	NOUN	la na pa
seq_2537	2	pa	NOUN	la na pa
seq_1903	0	na	NOUN	na na ma pa
seq_1903	1	na	NOUN	na na ma pa
seq_1903	2	ma	NOUN	na na ma pa
seq_1904	3	pa	NOUN	na na ma pa
seq_2539	0	pa	NOUN	pa ku g
seq_2539	1	ku	NOUN	pa ku g
seq_2539	2	g	NOUN	pa ku g
seq_1905	0	pa	NOUN	pa ma ra pu
seq_1905	1	ma	NOUN	pa ma ra pu
seq_1905	2	ra	NOUN	pa ma ra pu
seq_1905	3	pu	ADJ	pa ma ra pu
seq_1089	0	pa	NOUN	pa an ka na ra ga ch
seq_1089	1	an	ADP	pa an ka na ra ga ch
seq_1089	2	ka	NOUN	pa an ka na ra ga ch
seq_1089	3	na	NOUN	pa an ka na ra ga ch
seq_1089	4	ra	NOUN	pa an ka na ra ga ch
seq_1089	5	ga	ADJ	pa an ka na ra ga ch
seq_1090	6	ch	NOUN	pa an ka na ra ga ch
seq_2543	0	sa	NOUN	sa dh pa
seq_2544	1	dh	VERB	sa dh pa
seq_2544	2	pa	NOUN	sa dh pa
seq_2544	0	la	ADJ	la ka da
seq_2545	1	ka	NOUN	la ka da
seq_2545	2	da	VERB	la ka da
seq_2545	0	ka	NOUN	ka la nan
seq_2546	1	la	ADJ	ka la nan
seq_2546	2	nan	NUM	ka la nan
seq_2546	0	pa	NOUN	pa pa ha
seq_2547	1	pa	NOUN	pa pa ha
seq_2547	2	ha	NOUN	pa pa ha
seq_1528	0	na	NOUN	na ku pa dh na
seq_1528	1	ku	NOUN	na ku pa dh na
seq_1529	2	pa	NOUN	na ku pa dh na
seq_1529	3	dh	VERB	na ku pa dh na
seq_1529	4	na	NOUN	na ku pa dh na
seq_2549	0	pa	NOUN	pa la ba
seq_2549	1	la	ADJ	pa la ba
seq_2550	2	ba	ADJ	pa la ba
seq_1530	0	dh	VERB	dh na sa ka pa
seq_1530	1	na	NOUN	dh na sa ka pa
seq_1530	2	sa	NOUN	dh na sa ka pa
seq_1530	3	ka	NOUN	dh na sa ka pa
seq_1531	4	pa	NOUN	dh na sa ka pa
seq_2552	0	ba	ADJ	ba pa ka
seq_2552	1	pa	NOUN	ba pa ka
seq_2552	2	ka	NOUN	ba pa ka
seq_1914	0	na	NOUN	na ka ka ta
seq_1915	1	ka	NOUN	na ka ka ta
seq_1915	2	ka	NOUN	na ka ka ta
seq_1915	3	ta	NOUN	na ka ka ta
seq_2554	0	pa	NOUN	pa sa ta
seq_2554	1	sa	NOUN	pa sa ta
seq_2555	2	ta	NOUN	pa sa ta
seq_2555	0	na	NOUN	na ha pa
seq_2555	1	ha	NOUN	na ha pa
seq_2556	2	pa	NOUN	na ha pa
seq_2556	0	ku	NOUN	ku pa pa
seq_2556	1	pa	NOUN	ku pa pa
seq_2557	2	pa	NOUN	ku pa pa
seq_1534	0	ma	NOUN	ma ra an ra pa
seq_1534	1	ra	NOUN	ma ra an ra pa
seq_1534	2	an	ADP	ma ra an ra pa
seq_1535	3	ra	NOUN	ma ra an ra pa
seq_1535	4	pa	NOUN	ma ra an ra pa
seq_2559	0	ku	NOUN	ku ka pa
seq_2559	1	ka	NOUN	ku ka pa
seq_2559	2	pa	NOUN	ku ka pa
seq_2560	0	pa	NOUN	pa la nan
seq_2560	1	la	ADJ	pa la nan
seq_2560	2	nan	NUM	pa la nan
seq_2561	0	gh	NOUN	gh ka sa
seq_2561	1	ka	NOUN	gh ka sa
seq_2561	2	sa	NOUN	gh ka sa
seq_1281	0	g	NOUN	g nan na pa ka na
seq_1281	1	nan	NUM	g nan na pa ka na
seq_1281	2	na	NOUN	g nan na pa ka na
seq_1281	3	pa	NOUN	g nan na pa ka na
seq_1281	4	ka	NOUN	g nan na pa ka na
seq_1281	5	na	NOUN	g nan na pa ka na
seq_2564	0	ta	NOUN	ta gh pa
seq_2564	1	gh	NOUN	ta gh pa
seq_2564	2	pa	NOUN	ta gh pa
seq_1923	0	ka	NOUN	ka ra ta ba
seq_1924	1	ra	NOUN	ka ra ta ba
seq_1924	2	ta	NOUN	ka ra ta ba
seq_1924	3	ba	ADJ	ka ra ta ba
seq_2566	0	pa	NOUN	pa sa pa
seq_2566	1	sa	NOUN	pa sa pa
seq_2567	2	pa	NOUN	pa sa pa
seq_1540	0	sa	NOUN	sa sa ra ka ta
seq_1540	1	sa	NOUN	sa sa ra ka ta
seq_1540	2	ra	NOUN	sa sa ra ka ta
seq_1541	3	ka	NOUN	sa sa ra ka ta
seq_1541	4	ta	NOUN	sa sa ra ka ta
seq_1926	0	gh	NOUN	gh bh ta ta
seq_1927	1	bh	VERB	gh bh ta ta
seq_1927	2	ta	NOUN	gh bh ta ta
seq_1927	3	ta	NOUN	gh bh ta ta
seq_2570	0	ma	NOUN	ma ch ha
seq_2570	1	ch	NOUN	ma ch ha
seq_2571	2	ha	NOUN	ma ch ha
seq_2571	0	ma	NOUN	ma ka ch
seq_2571	1	ka	NOUN	ma ka ch
seq_2572	2	ch	NOUN	ma ka ch
seq_1543	0	ja	VERB	ja pa pa nan sa
seq_1543	1	pa	NOUN	ja pa pa nan sa
seq_1543	2	pa	NOUN	ja pa pa nan sa
seq_1544	3	nan	NUM	ja pa pa nan sa
seq_1544	4	sa	NOUN	ja pa pa nan sa
seq_1544	0	sa	NOUN	sa ra pa gh ja
seq_1544	1	ra	NOUN	sa ra pa gh ja
seq_1544	2	pa	NOUN	sa ra pa gh ja
seq_1545	3	gh	NOUN	sa ra pa gh ja
seq_1545	4	ja	VERB	sa ra pa gh ja
seq_1931	0	ku	NOUN	ku pa ra na
seq_1932	1	pa	NOUN	ku pa ra na
seq_1932	2	ra	NOUN	ku pa ra na
seq_1932	3	na	NOUN	ku pa ra na
seq_1546	0	la	ADJ	la sa gh dh ka
seq_1546	1	sa	NOUN	la sa gh dh ka
seq_1546	2	gh	NOUN	la sa gh dh ka
seq_1546	3	dh	VERB	la sa gh dh ka
seq_1547	4	ka	NOUN	la sa gh dh ka
seq_967	0	nan	NUM	nan ka gh ku bh g pa ku
seq_967	1	ka	NOUN	nan ka gh ku bh g pa ku
seq_967	2	gh	NOUN	nan ka gh ku bh g pa ku
seq_967	3	ku	NOUN	nan ka gh ku bh g pa ku
seq_967	4	bh	VERB	nan ka gh ku bh g pa ku
seq_967	5	g	NOUN	nan ka gh ku bh g pa ku
seq_967	6	pa	NOUN	nan ka gh ku bh g pa ku
seq_967	7	ku	NOUN	nan ka gh ku bh g pa ku
seq_1936	0	ga	ADJ	ga sa ma ra
seq_1936	1	sa	NOUN	ga sa ma ra
seq_1936	2	ma	NOUN	ga sa ma ra
seq_1936	3	ra	NOUN	ga sa ma ra
seq_2582	0	ra	NOUN	ra nan gh
seq_2583	1	nan	NUM	ra nan gh
seq_2583	2	gh	NOUN	ra nan gh
seq_1937	0	pa	NOUN	pa nan ka mu
seq_1938	1	nan	NUM	pa nan ka mu
seq_1938	2	ka	NOUN	pa nan ka mu
seq_1938	3	mu	NOUN	pa nan ka mu
seq_2585	0	la	ADJ	la ta ma
seq_2585	1	ta	NOUN	la ta ma
seq_2585	2	ma	NOUN	la ta ma
seq_1551	0	nan	NUM	nan pa ra gh ta
seq_1551	1	pa	NOUN	nan pa ra gh ta
seq_1552	2	ra	NOUN	nan pa ra gh ta
seq_1552	3	gh	NOUN	nan pa ra gh ta
seq_1552	4	ta	NOUN	nan pa ra gh ta
seq_1109	0	ra	NOUN	ra pa ra la pa la pa
seq_1109	1	pa	NOUN	ra pa ra la pa la pa
seq_1109	2	ra	NOUN	ra pa ra la pa la pa
seq_1109	3	la	ADJ	ra pa ra la pa la pa
seq_1109	4	pa	NOUN	ra pa ra la pa la pa
seq_1109	5	la	ADJ	ra pa ra la pa la pa
seq_1109	6	pa	NOUN	ra pa ra la pa la pa
seq_1554	0	ta	NOUN	ta ha pa ka sa
seq_1554	1	ha	NOUN	ta ha pa ka sa
seq_1554	2	pa	NOUN	ta ha pa ka sa
seq_1554	3	ka	NOUN	ta ha pa ka sa
seq_1554	4	sa	NOUN	ta ha pa ka sa
seq_2591	0	sa	NOUN	sa ra ja
seq_2592	1	ra	NOUN	sa ra ja
seq_2592	2	ja	VERB	sa ra ja
seq_2592	0	ka	NOUN	ka ta ka
seq_2593	1	ta	NOUN	ka ta ka
seq_2593	2	ka	NOUN	ka ta ka
seq_2593	0	ra	NOUN	ra ch na
seq_2594	1	ch	NOUN	ra ch na
seq_2594	2	na	NOUN	ra ch na
seq_2594	0	sa	NOUN	sa na ra
seq_2595	1	na	NOUN	sa na ra
seq_2595	2	ra	NOUN	sa na ra
seq_1946	0	g	NOUN	g bh la ta
seq_1947	1	bh	VERB	g bh la ta
seq_1947	2	la	ADJ	g bh la ta
seq_1947	3	ta	NOUN	g bh la ta
seq_2597	0	ka	NOUN	ka na na
seq_2597	1	na	NOUN	ka na na
seq_2597	2	na	NOUN	ka na na
seq_1948	0	la	ADJ	la na ba na
seq_1948	1	na	NOUN	la na ba na
seq_1949	2	ba	ADJ	la na ba na
seq_1949	3	na	NOUN	la na ba na
seq_2599	0	ha	NOUN	ha ma ka
seq_2599	1	ma	NOUN	ha ma ka
seq_2600	2	ka	NOUN	ha ma ka
seq_1950	0	ta	NOUN	ta ba na ba
seq_1950	1	ba	ADJ	ta ba na ba
seq_1950	2	na	NOUN	ta ba na ba
seq_1951	3	ba	ADJ	ta ba na ba
seq_2601	0	pa	NOUN	pa la da
seq_2602	1	la	ADJ	pa la da
seq_2602	2	da	VERB	pa la da
seq_1952	0	la	ADJ	la ka sa ma
seq_1952	1	ka	NOUN	la ka sa ma
seq_1952	2	sa	NOUN	la ka sa ma
seq_1952	3	ma	NOUN	la ka sa ma
seq_1953	0	na	NOUN	na ra ma sa
seq_1953	1	ra	NOUN	na ra ma sa
seq_1953	2	ma	NOUN	na ra ma sa
